accession,genename,GOIDs,localizations,organism,type
Q2M1P5,KIF7,GO:0003777; GO:0005524; GO:0005737; GO:0005871; GO:0005874; GO:0005929; GO:0007018; GO:0008017; GO:0016887; GO:0036064; GO:0045879; GO:0045880; GO:0097542,Cell projection; Cilium; Cytoplasm; Cytoskeleton; Cilium basal body,Homo sapiens (Human),Background Only
Q9BQ70,TCF25,GO:0000122; GO:0003677; GO:0003700; GO:0005634; GO:0007507,Nucleus,Homo sapiens (Human),Background Only
P07858,CTSB,GO:0002224; GO:0004197; GO:0005518; GO:0005576; GO:0005615; GO:0005622; GO:0005730; GO:0005764; GO:0006508; GO:0008233; GO:0008234; GO:0030574; GO:0030855; GO:0036021; GO:0042470; GO:0042981; GO:0043231; GO:0043312; GO:0043394; GO:0046697; GO:0046718; GO:0048471; GO:0050790; GO:0051603; GO:0062023; GO:0070062; GO:0097067; GO:1904813,Lysosome; Melanosome; Secreted; Extracellular space,Homo sapiens (Human),Background Only
Q86V48,LUZP1,GO:0003281; GO:0005634; GO:0016020; GO:0021503; GO:0060840; GO:0070062,Nucleus,Homo sapiens (Human),Background Only
Q5T4B2,CERCAM,GO:0005788; GO:0005886; GO:0007155; GO:0007159,Endoplasmic reticulum lumen,Homo sapiens (Human),Background Only
Q8WUA2,PPIL4,GO:0003723; GO:0003755; GO:0005634; GO:0005654; GO:0005829; GO:1901407,Nucleus,Homo sapiens (Human),Background Only
O95361,TRIM16,GO:0003677; GO:0005737; GO:0005829; GO:0005886; GO:0008270; GO:0016605; GO:0016740; GO:0019966; GO:0032089; GO:0032526; GO:0043966; GO:0043967; GO:0045618; GO:0045893; GO:0046683; GO:0048386; GO:0050718; GO:0060416,Cytoplasm,Homo sapiens (Human),Background Only
Q10588,BST1,GO:0001931; GO:0001952; GO:0002691; GO:0003953; GO:0005576; GO:0005886; GO:0006959; GO:0007165; GO:0008284; GO:0016740; GO:0016849; GO:0019674; GO:0019898; GO:0030890; GO:0031225; GO:0032956; GO:0035579; GO:0043312; GO:0050135; GO:0050727; GO:0050730; GO:0050848; GO:0061809; GO:0061811; GO:0061812; GO:0070062; GO:0090022; GO:0090322; GO:2001044,Cell membrane,Homo sapiens (Human),Background Only
Q92484,SMPDL3A,GO:0005615; GO:0008081; GO:0008270; GO:0009143; GO:0070062,Secreted,Homo sapiens (Human),Background Only
Q5MNZ6,WDR45B,GO:0000045; GO:0000407; GO:0000422; GO:0005764; GO:0005829; GO:0006497; GO:0009267; GO:0019898; GO:0032266; GO:0034045; GO:0034497; GO:0062078; GO:0080025,Preautophagosomal structure; Lysosome,Homo sapiens (Human),Background Only
Q9HBH5,RDH14,GO:0001649; GO:0005634; GO:0005765; GO:0005783; GO:0005789; GO:0016020; GO:0052650,,Homo sapiens (Human),Background Only
P16333,NCK1,GO:0000164; GO:0004860; GO:0005070; GO:0005102; GO:0005634; GO:0005737; GO:0005783; GO:0005829; GO:0005840; GO:0005886; GO:0005911; GO:0006930; GO:0007015; GO:0007172; GO:0008093; GO:0010976; GO:0012506; GO:0019904; GO:0030032; GO:0030159; GO:0030334; GO:0030674; GO:0030838; GO:0030971; GO:0033137; GO:0036493; GO:0038096; GO:0042102; GO:0042110; GO:0045296; GO:0045944; GO:0046627; GO:0046875; GO:0048010; GO:0048013; GO:0050852; GO:0051707; GO:0060548; GO:0070262; GO:0071074; GO:1902237; GO:1903676; GO:1903679; GO:1903898; GO:1903912; GO:1990441,Cytoplasm; Endoplasmic reticulum; Nucleus,Homo sapiens (Human),Background Only
O95470,SGPL1,GO:0001553; GO:0001570; GO:0001667; GO:0001822; GO:0005783; GO:0005789; GO:0006631; GO:0006665; GO:0006672; GO:0007283; GO:0008117; GO:0008209; GO:0008210; GO:0009791; GO:0010761; GO:0016831; GO:0030097; GO:0030148; GO:0030149; GO:0030170; GO:0030176; GO:0033327; GO:0040014; GO:0048008; GO:0048705; GO:0060021; GO:0060325; GO:0097190,Endoplasmic reticulum membrane,Homo sapiens (Human),Background Only
Q9Y618,NCOR2,GO:0000118; GO:0000122; GO:0000790; GO:0001012; GO:0003682; GO:0003714; GO:0005112; GO:0005634; GO:0005654; GO:0007595; GO:0010243; GO:0016020; GO:0016363; GO:0016604; GO:0017053; GO:0019216; GO:0032355; GO:0035257; GO:0035259; GO:0042826; GO:0043565; GO:0044849; GO:0044877; GO:0045892; GO:0046965; GO:0047485; GO:0060766; GO:0072365; GO:1903799,Nucleus,Homo sapiens (Human),Background Only
P46109,CRKL,GO:0000186; GO:0000187; GO:0001558; GO:0001568; GO:0001655; GO:0001764; GO:0001783; GO:0001784; GO:0001933; GO:0001934; GO:0003151; GO:0003723; GO:0005070; GO:0005654; GO:0005829; GO:0006629; GO:0007254; GO:0007265; GO:0007283; GO:0007338; GO:0007416; GO:0008284; GO:0008543; GO:0008584; GO:0009952; GO:0010629; GO:0016358; GO:0019221; GO:0021766; GO:0021987; GO:0030010; GO:0031594; GO:0032991; GO:0033628; GO:0035556; GO:0035685; GO:0038026; GO:0042802; GO:0045296; GO:0046579; GO:0048384; GO:0048538; GO:0050773; GO:0050852; GO:0060017; GO:0060326; GO:0060465; GO:0070374; GO:0071560; GO:0086100; GO:0090630; GO:0095500; GO:0098749; GO:0098761; GO:0098890; GO:1900026; GO:1903977; GO:1904393; GO:1904888; GO:2000404,,Homo sapiens (Human),Background Only
Q9H5V9,CXorf56,GO:0005634; GO:0005737; GO:0044297,Nucleus; Cytoplasm,Homo sapiens (Human),Background Only
Q92947,GCDH,GO:0000062; GO:0004361; GO:0005739; GO:0005759; GO:0006554; GO:0006568; GO:0033539; GO:0044466; GO:0046949; GO:0050660,Mitochondrion matrix,Homo sapiens (Human),Background Only
Q86UE8,TLK2,GO:0001672; GO:0004674; GO:0005524; GO:0005634; GO:0005882; GO:0006325; GO:0006468; GO:0006974; GO:0007049; GO:0007059; GO:0010507; GO:0018105; GO:0032435; GO:0035556; GO:0048471; GO:0071480,Nucleus; Cytoplasm; Perinuclear region; Cytoskeleton,Homo sapiens (Human),Background Only
Q9ULJ7,ANKRD50,GO:0005768; GO:0015031; GO:1990126,Endosome,Homo sapiens (Human),Background Only
P46783,RPS10,GO:0000028; GO:0000184; GO:0003723; GO:0003735; GO:0005654; GO:0005730; GO:0005829; GO:0005840; GO:0005925; GO:0006412; GO:0006413; GO:0006614; GO:0016020; GO:0019083; GO:0022627,Cytoplasm; Nucleus; Nucleolus,Homo sapiens (Human),Background Only
P61764,STXBP1,GO:0000149; GO:0002576; GO:0003006; GO:0003723; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0005856; GO:0005886; GO:0006904; GO:0007269; GO:0007274; GO:0007412; GO:0010807; GO:0014047; GO:0015031; GO:0016082; GO:0016188; GO:0017075; GO:0019901; GO:0019904; GO:0019905; GO:0030424; GO:0031091; GO:0031333; GO:0031630; GO:0032229; GO:0032355; GO:0032991; GO:0035493; GO:0035542; GO:0042802; GO:0043274; GO:0043306; GO:0043524; GO:0045335; GO:0045956; GO:0047485; GO:0048471; GO:0048787; GO:0050821; GO:0060292; GO:0070062; GO:0070527; GO:0071346; GO:0072659; GO:0098794; GO:0098978; GO:0099525; GO:0106022; GO:1903296; GO:2000367,Cytoplasm; Cytosol; Membrane,Homo sapiens (Human),Background Only
O75150,RNF40,GO:0000151; GO:0003730; GO:0004842; GO:0005634; GO:0005654; GO:0005829; GO:0006511; GO:0010390; GO:0016020; GO:0016567; GO:0017075; GO:0019898; GO:0031624; GO:0031625; GO:0033503; GO:0033523; GO:0042803; GO:0043005; GO:0043434; GO:0043679; GO:0044877; GO:0046872; GO:1900364; GO:1901800; GO:1902916; GO:2001168,Nucleus,Homo sapiens (Human),Background Only
Q96CW5,TUBGCP3,GO:0000278; GO:0000923; GO:0000930; GO:0005198; GO:0005200; GO:0005737; GO:0005813; GO:0005814; GO:0005819; GO:0005827; GO:0005829; GO:0007020; GO:0007338; GO:0008275; GO:0016020; GO:0031122; GO:0043015; GO:0051225; GO:0051321; GO:0051415,Cytoplasm; Cytoskeleton; Microtubule organizing center; Centrosome,Homo sapiens (Human),Background Only
P61421,ATP6V0D1,GO:0005765; GO:0005769; GO:0006879; GO:0007034; GO:0007035; GO:0007420; GO:0008021; GO:0008286; GO:0008553; GO:0010008; GO:0016020; GO:0016241; GO:0016324; GO:0016471; GO:0030670; GO:0033179; GO:0033181; GO:0033572; GO:0034220; GO:0036295; GO:0036498; GO:0043679; GO:0044877; GO:0046961; GO:0060271; GO:0070062; GO:0090383; GO:1902600,Membrane,Homo sapiens (Human),Background Only
P22061,PCMT1,GO:0004719; GO:0005737; GO:0005829; GO:0006479; GO:0030091; GO:0045296; GO:0070062; GO:1903561,Cytoplasm,Homo sapiens (Human),Background Only
Q6VMQ6,ATF7IP,GO:0000122; GO:0003714; GO:0005634; GO:0005654; GO:0005667; GO:0005829; GO:0006306; GO:0016032; GO:0016604; GO:0016887; GO:0031647; GO:0045892; GO:0045893; GO:0045898; GO:0050821; GO:0090309,Nucleus,Homo sapiens (Human),Background Only
Q8N201,INTS1,GO:0005654; GO:0016020; GO:0016021; GO:0016180; GO:0031965; GO:0032039; GO:0034474; GO:0042795,Nucleus membrane,Homo sapiens (Human),Background Only
Q9UL18,AGO1,GO:0000932; GO:0000956; GO:0000978; GO:0000993; GO:0001047; GO:0003723; GO:0003725; GO:0003727; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005844; GO:0007223; GO:0010501; GO:0010586; GO:0010628; GO:0010629; GO:0016442; GO:0016525; GO:0031054; GO:0035194; GO:0035196; GO:0035198; GO:0035278; GO:0035280; GO:0045652; GO:0045944; GO:0060964; GO:0070578; GO:0090502; GO:1901224; GO:1990904,Cytoplasm; P-body,Homo sapiens (Human),Background Only
O60941,DTNB,GO:0005737; GO:0008270,Cytoplasm,Homo sapiens (Human),Background Only
Q02878,RPL6,GO:0000027; GO:0000184; GO:0002181; GO:0003677; GO:0003723; GO:0003735; GO:0005634; GO:0005791; GO:0005829; GO:0005925; GO:0006355; GO:0006412; GO:0006413; GO:0006614; GO:0014069; GO:0016020; GO:0019083; GO:0022625; GO:0036464; GO:0042788; GO:0045296,Cytoplasm; Cytosol; Rough endoplasmic reticulum,Homo sapiens (Human),Background Only
P15954,COX7C,GO:0004129; GO:0005739; GO:0005743; GO:0006091; GO:0006123; GO:0016021,Mitochondrion inner membrane,Homo sapiens (Human),Background Only
Q8IWZ8,SUGP1,GO:0000398; GO:0003723; GO:0005654; GO:0005681,Nucleus,Homo sapiens (Human),Background Only
Q7Z6M4,MTERF4,GO:0003690; GO:0005739; GO:0005759; GO:0005762; GO:0005829; GO:0006355; GO:0006390; GO:0006626; GO:0007507; GO:0019843; GO:0031167; GO:0032543; GO:0043010; GO:0061668,Mitochondrion,Homo sapiens (Human),Background Only
Q16555,DPYSL2,GO:0004157; GO:0005829; GO:0005856; GO:0005886; GO:0006139; GO:0006897; GO:0007010; GO:0007165; GO:0007399; GO:0007411; GO:0007420; GO:0008017; GO:0030516; GO:0042802; GO:0070062,Cytoplasm; Cytosol; Cytoskeleton; Membrane,Homo sapiens (Human),Background Only
Q9BW61,DDA1,GO:0005654; GO:0032436; GO:0043687; GO:0080008,,Homo sapiens (Human),Background Only
Q9BQ69,MACROD1,GO:0005634; GO:0005654; GO:0006974; GO:0016798; GO:0019213; GO:0042278; GO:0051725; GO:0140291; GO:0140293,Nucleus,Homo sapiens (Human),Background Only
P49770,EIF2B2,GO:0001541; GO:0003743; GO:0005524; GO:0005525; GO:0005737; GO:0005829; GO:0005851; GO:0006413; GO:0006446; GO:0007417; GO:0009408; GO:0009749; GO:0014003; GO:0042552; GO:0043434; GO:0050852,,Homo sapiens (Human),Background Only
Q969E2,SCAMP4,GO:0000139; GO:0005794; GO:0015031; GO:0016021; GO:0032588; GO:0055038,Membrane,Homo sapiens (Human),Background Only
Q9ULP9,TBC1D24,GO:0005096; GO:0005737; GO:0005886; GO:0030054; GO:0030659; GO:0031175; GO:0031594; GO:0043195,Cell membrane; Cytoplasm; Cytoplasmic vesicle membrane,Homo sapiens (Human),Background Only
Q6WCQ1,MPRIP,GO:0003779; GO:0005829; GO:0005925; GO:0015629; GO:0045296,Cytoplasm; Cytoskeleton,Homo sapiens (Human),Background Only
Q9HCL2,GPAM,GO:0004366; GO:0005741; GO:0005886; GO:0006072; GO:0006631; GO:0006654; GO:0008654; GO:0016021; GO:0016024; GO:0019432; GO:0031966; GO:0033146; GO:0045540; GO:0102420,Mitochondrion outer membrane,Homo sapiens (Human),Background Only
P40189,IL6ST,GO:0002675; GO:0002821; GO:0004896; GO:0004897; GO:0004921; GO:0005127; GO:0005576; GO:0005615; GO:0005886; GO:0005896; GO:0005900; GO:0005977; GO:0008284; GO:0008593; GO:0009897; GO:0010575; GO:0010613; GO:0016020; GO:0016032; GO:0019221; GO:0019838; GO:0019955; GO:0019970; GO:0030425; GO:0034097; GO:0038165; GO:0042102; GO:0042531; GO:0042802; GO:0042803; GO:0043025; GO:0043066; GO:0043235; GO:0045509; GO:0045669; GO:0048711; GO:0048861; GO:0070062; GO:0070102; GO:0070104; GO:0070106; GO:0070110; GO:0070120; GO:0070757,Cell membrane; Secreted,Homo sapiens (Human),Background Only
Q9GZS1,POLR1E,GO:0001179; GO:0001188; GO:0001650; GO:0003677; GO:0003899; GO:0005634; GO:0005654; GO:0005730; GO:0005736; GO:0006361; GO:0006362; GO:0006363; GO:0042790; GO:0045815,Nucleus; Nucleolus,Homo sapiens (Human),Background Only
Q9UHI6,DDX20,GO:0000122; GO:0000244; GO:0000387; GO:0003677; GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005856; GO:0006396; GO:0008285; GO:0016020; GO:0019904; GO:0030674; GO:0032797; GO:0034719; GO:0042826; GO:0043065; GO:0048477; GO:0050810; GO:0051170; GO:0070491; GO:0090571; GO:0097504,Cytoplasm; Nucleus; Gem,Homo sapiens (Human),Background Only
P17936,IGFBP3,GO:0001558; GO:0001649; GO:0001933; GO:0001968; GO:0005520; GO:0005576; GO:0005615; GO:0005634; GO:0005788; GO:0006468; GO:0006915; GO:0008160; GO:0008285; GO:0009968; GO:0010906; GO:0014912; GO:0016942; GO:0031994; GO:0031995; GO:0042567; GO:0042981; GO:0043065; GO:0043410; GO:0043567; GO:0043568; GO:0043687; GO:0044267; GO:0044342; GO:0045663; GO:0046872; GO:0048662,Secreted,Homo sapiens (Human),Background Only
Q5JTJ3,COA6,GO:0003723; GO:0005507; GO:0005739; GO:0005758; GO:0005886; GO:0008535; GO:0042774,Mitochondrion intermembrane space,Homo sapiens (Human),Background Only
P36405,ARL3,GO:0000139; GO:0000281; GO:0000287; GO:0001822; GO:0003924; GO:0005525; GO:0005634; GO:0005737; GO:0005794; GO:0005813; GO:0005876; GO:0005881; GO:0005929; GO:0006892; GO:0006893; GO:0007224; GO:0007264; GO:0008017; GO:0015630; GO:0019003; GO:0030496; GO:0032391; GO:0032794; GO:0042073; GO:0042461; GO:0060271; GO:0061512; GO:0070062; GO:1903441,Golgi apparatus membrane; Cytoplasm; Cytoskeleton; Spindle; Nucleus; Microtubule organizing center; Centrosome; Cell projection; Cilium,Homo sapiens (Human),Background Only
O75179,ANKRD17,GO:0000785; GO:0001955; GO:0003682; GO:0003723; GO:0005634; GO:0005737; GO:0006275; GO:0016020; GO:0016032; GO:0031965; GO:0042742; GO:0043123; GO:0045087; GO:0045787; GO:0051151; GO:1900087; GO:1900245; GO:1900246,Cytoplasm; Nucleus,Homo sapiens (Human),Background Only
Q5JSL3,DOCK11,GO:0001782; GO:0002315; GO:0005085; GO:0005089; GO:0005829; GO:0007264; GO:0007596; GO:0043547; GO:0051491,,Homo sapiens (Human),Background Only
Q13137,CALCOCO2,GO:0000421; GO:0005634; GO:0005737; GO:0005776; GO:0005829; GO:0005856; GO:0016020; GO:0016032; GO:0031410; GO:0034341; GO:0042803; GO:0043231; GO:0048471; GO:0098792; GO:1901098,Cytoplasm; Perinuclear region; Cytoskeleton; Cytoplasmic vesicle; Autophagosome membrane,Homo sapiens (Human),Background Only
Q96HQ2,CDKN2AIPNL,GO:0005654; GO:0005730,,Homo sapiens (Human),Background Only
Q6DKI1,RPL7L1,GO:0000463; GO:0001825; GO:0003723; GO:0003735; GO:0005730; GO:0022625,,Homo sapiens (Human),Background Only
O95400,CD2BP2,GO:0000244; GO:0000398; GO:0001650; GO:0005634; GO:0005654; GO:0005682; GO:0005737; GO:0005829; GO:0010923; GO:0016607; GO:0043021,Cytoplasm; Nucleus,Homo sapiens (Human),Background Only
P27708,CAD,GO:0001889; GO:0004070; GO:0004088; GO:0004151; GO:0004672; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006207; GO:0006228; GO:0006541; GO:0006807; GO:0007507; GO:0007565; GO:0007595; GO:0008270; GO:0014075; GO:0016020; GO:0016363; GO:0017144; GO:0018107; GO:0019240; GO:0019899; GO:0031000; GO:0031100; GO:0032868; GO:0032991; GO:0033574; GO:0035690; GO:0042594; GO:0042802; GO:0042995; GO:0043025; GO:0043195; GO:0044205; GO:0046134; GO:0046777; GO:0051414; GO:0070062; GO:0070335; GO:0071364,Cytoplasm; Nucleus,Homo sapiens (Human),Background Only
Q6P6C2,ALKBH5,GO:0001666; GO:0003723; GO:0005634; GO:0005654; GO:0005794; GO:0005829; GO:0006307; GO:0006397; GO:0006406; GO:0007283; GO:0016607; GO:0016706; GO:0030154; GO:0035553; GO:0043488; GO:0046872; GO:1990931,Nucleus speckle,Homo sapiens (Human),Background Only
Q9UPQ9,TNRC6B,GO:0000932; GO:0003723; GO:0005654; GO:0005829; GO:0007223; GO:0010628; GO:0010629; GO:0016442; GO:0031047; GO:0035194; GO:0035195; GO:0035278; GO:0045652; GO:0060213; GO:1900153,Cytoplasm; P-body,Homo sapiens (Human),Background Only
P28288,ABCD3,GO:0005324; GO:0005524; GO:0005739; GO:0005777; GO:0005778; GO:0005782; GO:0005829; GO:0006633; GO:0006635; GO:0007031; GO:0014070; GO:0015910; GO:0016020; GO:0016021; GO:0016887; GO:0042493; GO:0042626; GO:0042760; GO:0042803; GO:0043231; GO:0043621; GO:0055085,Peroxisome membrane,Homo sapiens (Human),Both
P49591,SARS,GO:0000122; GO:0000978; GO:0003723; GO:0004828; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006412; GO:0006418; GO:0006434; GO:0008033; GO:0016259; GO:0016525; GO:0042803; GO:0070062; GO:0097056; GO:1904046,Cytoplasm; Nucleus,Homo sapiens (Human),Background Only
Q14247,CTTN,GO:0001726; GO:0002102; GO:0005522; GO:0005737; GO:0005794; GO:0005829; GO:0005856; GO:0005886; GO:0005905; GO:0005925; GO:0005938; GO:0006886; GO:0006898; GO:0006930; GO:0008076; GO:0030027; GO:0030041; GO:0030427; GO:0030516; GO:0030833; GO:0030838; GO:0030863; GO:0030864; GO:0031532; GO:0043197; GO:0043231; GO:0045296; GO:0045987; GO:0048041; GO:0048812; GO:0048870; GO:0051015; GO:0061024; GO:0097062; GO:0097581; GO:1903146; GO:1990023; GO:2001237,Cytoplasm; Cytoskeleton; Cell projection; Lamellipodium; Ruffle; Dendrite; Cell membrane; Podosome; Cell junction; Focal adhesion; Membrane; Clathrin-coated pit; Dendritic spine; Cell cortex,Homo sapiens (Human),Both
P19971,TYMP,GO:0000002; GO:0001525; GO:0004645; GO:0005829; GO:0006206; GO:0006213; GO:0006935; GO:0008083; GO:0009032; GO:0016154; GO:0030154; GO:0031641; GO:0042803; GO:0043097; GO:0046135; GO:0051969; GO:1905333,,Homo sapiens (Human),Background Only
Q9H6E4,CCDC134,GO:0005576; GO:0005634; GO:0005783; GO:0016020,Nucleus; Cytoplasm; Secreted; Endoplasmic reticulum,Homo sapiens (Human),Background Only
P03905,MT-ND4,GO:0001666; GO:0001701; GO:0005743; GO:0005747; GO:0006120; GO:0007568; GO:0008137; GO:0009060; GO:0015990; GO:0016021; GO:0021549; GO:0032981; GO:0035094; GO:0045471; GO:0048039,Mitochondrion membrane,Homo sapiens (Human),Background Only
Q9NQ29,LUC7L,GO:0003729; GO:0005685; GO:0006376; GO:0042802; GO:0045843; GO:0050733; GO:0071004,,Homo sapiens (Human),Background Only
O14734,ACOT8,GO:0003986; GO:0004778; GO:0005782; GO:0005829; GO:0006625; GO:0006637; GO:0006699; GO:0009062; GO:0016032; GO:0016289; GO:0016290; GO:0016559; GO:0033540; GO:0033882; GO:0036109; GO:0043649; GO:0045225; GO:0047603; GO:0047617; GO:0047994; GO:0052689; GO:0052815; GO:0102991,Peroxisome matrix,Homo sapiens (Human),Background Only
Q13200,PSMD2,GO:0000165; GO:0000209; GO:0000502; GO:0002223; GO:0002479; GO:0005576; GO:0005634; GO:0005654; GO:0005829; GO:0005838; GO:0006521; GO:0008540; GO:0010972; GO:0016020; GO:0016579; GO:0022624; GO:0030234; GO:0031145; GO:0031146; GO:0033209; GO:0034515; GO:0034774; GO:0038061; GO:0038095; GO:0042176; GO:0043161; GO:0043312; GO:0043488; GO:0043687; GO:0050852; GO:0055085; GO:0060071; GO:0061418; GO:0070062; GO:0070498; GO:0090090; GO:0090263; GO:1901990; GO:1902036; GO:1904813,,Homo sapiens (Human),Background Only
O95486,SEC24A,GO:0000139; GO:0002474; GO:0005789; GO:0005829; GO:0006886; GO:0006888; GO:0008270; GO:0012507; GO:0019886; GO:0030127; GO:0042632; GO:0045714; GO:0048208; GO:0050714; GO:0090110,Cytoplasmic vesicle; COPII-coated vesicle membrane; Endoplasmic reticulum membrane; Cytoplasm; Cytosol,Homo sapiens (Human),Background Only
Q14790,CASP8,GO:0004197; GO:0005123; GO:0005164; GO:0005654; GO:0005737; GO:0005739; GO:0005741; GO:0005829; GO:0005856; GO:0006508; GO:0006915; GO:0006919; GO:0007166; GO:0008233; GO:0008234; GO:0008625; GO:0009409; GO:0010803; GO:0030101; GO:0030225; GO:0031264; GO:0031265; GO:0031625; GO:0032025; GO:0032355; GO:0032496; GO:0032731; GO:0032991; GO:0034138; GO:0034612; GO:0035666; GO:0035877; GO:0036462; GO:0039650; GO:0042110; GO:0042113; GO:0042802; GO:0043005; GO:0043123; GO:0043124; GO:0044297; GO:0044877; GO:0045121; GO:0045471; GO:0045651; GO:0045862; GO:0051603; GO:0060544; GO:0060715; GO:0070423; GO:0071260; GO:0071407; GO:0071550; GO:0097110; GO:0097153; GO:0097190; GO:0097191; GO:0097194; GO:0097199; GO:0097202; GO:0097296; GO:0097342; GO:1900740; GO:1901216; GO:1902041; GO:1902042,Cytoplasm,Homo sapiens (Human),Background Only
Q9BQ51,PDCD1LG2,GO:0002250; GO:0005576; GO:0005886; GO:0006955; GO:0007165; GO:0007166; GO:0009897; GO:0009986; GO:0012505; GO:0016021; GO:0031295; GO:0032689; GO:0032693; GO:0042102; GO:0042130; GO:0046007; GO:0071222,Secreted; Endomembrane system; Cell membrane,Homo sapiens (Human),Background Only
O43399,TPD52L2,GO:0003723; GO:0003824; GO:0005737; GO:0042127; GO:0042803; GO:0046982; GO:0048471,,Homo sapiens (Human),Background Only
Q14728,MFSD10,GO:0006915; GO:0008493; GO:0008514; GO:0016021; GO:0030659; GO:0031526; GO:0043252,Membrane,Homo sapiens (Human),Background Only
O15160,POLR1C,GO:0003677; GO:0003899; GO:0005634; GO:0005654; GO:0005666; GO:0005736; GO:0005829; GO:0006360; GO:0006361; GO:0006362; GO:0006363; GO:0006383; GO:0032481; GO:0045815; GO:0046983,Nucleus,Homo sapiens (Human),Background Only
Q9Y3R5,DOP1B,GO:0000139; GO:0005768; GO:0005802; GO:0005829; GO:0006895; GO:0007029; GO:0007275; GO:0015031; GO:0050890; GO:0070062,Golgi apparatus membrane,Homo sapiens (Human),Background Only
Q99879,HIST1H2BM,GO:0000786; GO:0003677; GO:0005634; GO:0005654; GO:0005829; GO:0006334; GO:0016567; GO:0046982; GO:0070062,Nucleus; Chromosome,Homo sapiens (Human),Background Only
